	data	label
509	[ 1. -1.  1. ...  0.  0.  0.]	6
510	[-1. -1.  1. ...  0.  0.  0.]	84
511	[ 1. -1.  1. ...  0.  0.  0.]	30
512	[ 1.  1. -1. ...  0.  0.  0.]	78
513	[ 1. -1. -1. ...  0.  0.  0.]	71
514	[ 1. -1. -1. ...  0.  0.  0.]	5
515	[-1.  1. -1. ...  0.  0.  0.]	81
516	[ 1. -1. -1. ...  0.  0.  0.]	5
517	[-1. -1. -1. ...  0.  0.  0.]	86
518	[ 1.  1. -1. ...  1.  1.  1.]	45
519	[ 1. -1.  1. ...  0.  0.  0.]	15
520	[-1.  1.  1. ... -1.  1.  1.]	45
521	[1. 1. 1. ... 0. 0. 0.]	12
522	[ 1. -1. -1. ...  0.  0.  0.]	63
523	[ 1.  1. -1. ...  0.  0.  0.]	37
524	[ 1. -1.  1. ...  0.  0.  0.]	9
525	[-1. -1.  1. ...  0.  0.  0.]	77
526	[ 1. -1.  1. ...  0.  0.  0.]	62
527	[ 1. -1.  1. ...  0.  0.  0.]	61
528	[-1. -1.  1. ...  0.  0.  0.]	87
529	[-1.  1.  1. ...  0.  0.  0.]	22
530	[ 1. -1.  1. ...  0.  0.  0.]	63
531	[-1.  1. -1. ...  0.  0.  0.]	46
532	[ 1. -1.  1. ...  0.  0.  0.]	90
533	[ 1. -1.  1. ...  0.  0.  0.]	35
534	[ 1. -1. -1. ...  0.  0.  0.]	8
535	[-1. -1. -1. ...  0.  0.  0.]	61
536	[ 1. -1. -1. ...  0.  0.  0.]	54
537	[ 1.  1. -1. ...  0.  0.  0.]	62
538	[ 1. -1.  1. ...  0.  0.  0.]	90
539	[-1.  1. -1. ...  0.  0.  0.]	30
540	[ 1. -1.  1. ...  0.  0.  0.]	11
541	[ 1.  1. -1. ...  0.  0.  0.]	57
542	[ 1. -1.  1. ...  0.  0.  0.]	36
543	[ 1. -1.  1. ...  0.  0.  0.]	40
544	[ 1. -1. -1. ...  0.  0.  0.]	84
545	[ 1. -1. -1. ...  0.  0.  0.]	87
546	[-1.  1. -1. ...  0.  0.  0.]	89
547	[ 1. -1. -1. ...  0.  0.  0.]	43
548	[-1. -1.  1. ... -1. -1. -1.]	45
549	[ 1. -1.  1. ...  0.  0.  0.]	5
550	[1. 1. 1. ... 0. 0. 0.]	27
551	[ 1. -1. -1. ...  0.  0.  0.]	22
552	[ 1. -1.  1. ...  0.  0.  0.]	50
553	[ 1.  1.  1. ... -1. -1.  1.]	29
554	[-1.  1.  1. ... -1. -1. -1.]	44
555	[ 1.  1. -1. ...  0.  0.  0.]	40
556	[ 1. -1.  1. ...  0.  0.  0.]	26
557	[-1.  1.  1. ... -1. -1. -1.]	58
558	[ 1. -1.  1. ...  0.  0.  0.]	11
559	[-1.  1.  1. ...  0.  0.  0.]	77
560	[ 1. -1. -1. ...  0.  0.  0.]	0
561	[ 1. -1.  1. ...  0.  0.  0.]	11
562	[-1. -1.  1. ...  0.  0.  0.]	28
563	[ 1.  1. -1. ... -1.  1. -1.]	80
564	[ 1. -1. -1. ...  0.  0.  0.]	14
565	[ 1.  1.  1. ... -1. -1. -1.]	44
566	[-1.  1. -1. ...  0.  0.  0.]	92
567	[ 1. -1. -1. ...  0.  0.  0.]	74
568	[-1.  1. -1. ...  0.  0.  0.]	84
569	[1. 1. 1. ... 0. 0. 0.]	92
570	[ 1.  1. -1. ...  0.  0.  0.]	31
571	[-1. -1.  1. ...  0.  0.  0.]	57
572	[-1.  1.  1. ...  0.  0.  0.]	24
573	[-1. -1. -1. ...  1. -1. -1.]	21
574	[ 1. -1.  1. ...  0.  0.  0.]	35
575	[-1.  1.  1. ...  0.  0.  0.]	73
576	[ 1.  1. -1. ...  0.  0.  0.]	1
577	[1. 1. 1. ... 0. 0. 0.]	54
578	[1. 1. 1. ... 0. 0. 0.]	92
579	[ 1. -1. -1. ...  0.  0.  0.]	75
580	[-1.  1.  1. ...  0.  0.  0.]	50
581	[ 1. -1.  1. ...  0.  0.  0.]	43
582	[-1.  1.  1. ...  0.  0.  0.]	56
583	[-1.  1.  1. ...  0.  0.  0.]	68
584	[ 1. -1. -1. ...  0.  0.  0.]	87
585	[-1.  1. -1. ...  0.  0.  0.]	84
586	[ 1. -1.  1. ...  0.  0.  0.]	74
587	[-1.  1.  1. ...  0.  0.  0.]	93
588	[-1. -1.  1. ...  0.  0.  0.]	82
589	[1. 1. 1. ... 0. 0. 0.]	87
590	[ 1. -1.  1. ... -1. -1. -1.]	6
591	[ 1.  1. -1. ...  0.  0.  0.]	61
592	[-1.  1.  1. ...  0.  0.  0.]	4
593	[-1.  1. -1. ...  0.  0.  0.]	29
594	[ 1. -1.  1. ...  0.  0.  0.]	7
595	[ 1. -1. -1. ...  0.  0.  0.]	8
596	[ 1.  1. -1. ...  0.  0.  0.]	43
597	[1. 1. 1. ... 0. 0. 0.]	36
598	[-1.  1. -1. ...  0.  0.  0.]	50
599	[ 1. -1. -1. ...  0.  0.  0.]	82
600	[ 1. -1. -1. ...  0.  0.  0.]	75
601	[-1. -1.  1. ...  0.  0.  0.]	28
602	[ 1. -1. -1. ...  0.  0.  0.]	75
603	[-1. -1.  1. ...  0.  0.  0.]	73
604	[-1.  1. -1. ...  0.  0.  0.]	65
605	[-1. -1. -1. ... -1. -1. -1.]	60
606	[-1.  1. -1. ... -1. -1. -1.]	83
607	[ 1. -1. -1. ...  0.  0.  0.]	71
608	[ 1.  1. -1. ...  0.  0.  0.]	54
609	[-1.  1.  1. ... -1. -1. -1.]	85
610	[ 1. -1. -1. ...  0.  0.  0.]	1
611	[-1. -1. -1. ...  0.  0.  0.]	55
612	[ 1.  1. -1. ...  0.  0.  0.]	12
613	[1. 1. 1. ... 0. 0. 0.]	41
614	[ 1.  1.  1. ... -1. -1. -1.]	65
615	[1. 1. 1. ... 0. 0. 0.]	66
616	[-1.  1.  1. ...  0.  0.  0.]	46
617	[ 1. -1.  1. ...  0.  0.  0.]	79
618	[ 1. -1. -1. ...  0.  0.  0.]	76
619	[ 1. -1. -1. ...  0.  0.  0.]	66
620	[ 1.  1. -1. ...  0.  0.  0.]	90
621	[-1.  1. -1. ...  0.  0.  0.]	56
622	[ 1. -1.  1. ...  0.  0.  0.]	16
623	[-1.  1.  1. ...  0.  0.  0.]	37
624	[1. 1. 1. ... 0. 0. 0.]	82
625	[-1.  1. -1. ...  0.  0.  0.]	43
626	[1. 1. 1. ... 0. 0. 0.]	24
627	[ 1. -1.  1. ...  0.  0.  0.]	12
628	[-1. -1. -1. ... -1. -1. -1.]	58
629	[ 1.  1. -1. ...  0.  0.  0.]	19
630	[ 1. -1.  1. ...  0.  0.  0.]	39
631	[ 1.  1. -1. ...  0.  0.  0.]	23
632	[ 1.  1. -1. ...  0.  0.  0.]	19
633	[-1.  1.  1. ... -1. -1. -1.]	60
634	[-1.  1.  1. ...  0.  0.  0.]	30
635	[ 1. -1. -1. ...  0.  0.  0.]	57
636	[ 1. -1.  1. ...  0.  0.  0.]	6
637	[ 1. -1. -1. ...  0.  0.  0.]	24
638	[ 1. -1.  1. ...  0.  0.  0.]	36
639	[ 1.  1. -1. ... -1. -1. -1.]	47
640	[ 1.  1. -1. ...  0.  0.  0.]	51
641	[ 1. -1.  1. ...  0.  0.  0.]	11
642	[-1. -1.  1. ...  0.  0.  0.]	89
643	[ 1.  1. -1. ...  0.  0.  0.]	84
644	[ 1.  1. -1. ...  0.  0.  0.]	7
645	[-1.  1. -1. ... -1.  1. -1.]	80
646	[-1.  1.  1. ... -1. -1. -1.]	80
647	[-1.  1.  1. ...  0.  0.  0.]	51
648	[1. 1. 1. ... 0. 0. 0.]	89
649	[ 1. -1. -1. ...  0.  0.  0.]	41
650	[ 1. -1. -1. ...  0.  0.  0.]	15
651	[-1. -1. -1. ... -1. -1. -1.]	33
652	[-1.  1.  1. ... -1. -1. -1.]	91
653	[ 1.  1. -1. ...  0.  0.  0.]	9
654	[ 1.  1. -1. ...  0.  0.  0.]	16
655	[-1.  1.  1. ...  0.  0.  0.]	38
656	[ 1. -1. -1. ...  0.  0.  0.]	89
657	[ 1.  1. -1. ... -1. -1. -1.]	85
658	[-1.  1.  1. ...  0.  0.  0.]	40
659	[-1.  1.  1. ... -1. -1. -1.]	83
660	[ 1. -1. -1. ...  0.  0.  0.]	6
661	[1. 1. 1. ... 0. 0. 0.]	32
662	[-1.  1.  1. ...  0.  0.  0.]	30
663	[ 1. -1.  1. ...  0.  0.  0.]	4
664	[ 1. -1. -1. ...  0.  0.  0.]	30
665	[1. 1. 1. ... 0. 0. 0.]	62
666	[ 1.  1. -1. ... -1. -1. -1.]	48
667	[-1.  1. -1. ...  0.  0.  0.]	12
668	[1. 1. 1. ... 0. 0. 0.]	38
669	[ 1. -1.  1. ...  0.  0.  0.]	23
670	[-1.  1.  1. ...  0.  0.  0.]	29
671	[-1.  1. -1. ...  0.  0.  0.]	19
672	[-1. -1.  1. ...  0.  0.  0.]	54
673	[ 1.  1. -1. ...  0.  0.  0.]	94
674	[ 1. -1.  1. ...  0.  0.  0.]	19
675	[-1. -1.  1. ...  0.  0.  0.]	57
676	[1. 1. 1. ... 0. 0. 0.]	32
677	[ 1. -1.  1. ...  0.  0.  0.]	73
678	[-1. -1.  1. ... -1.  1.  1.]	58
679	[ 1.  1. -1. ... -1. -1. -1.]	83
680	[ 1. -1.  1. ... -1. -1. -1.]	85
681	[-1.  1.  1. ...  0.  0.  0.]	6
682	[ 1. -1.  1. ...  0.  0.  0.]	68
683	[ 1.  1.  1. ... -1. -1. -1.]	67
684	[-1.  1.  1. ...  0.  0.  0.]	53
685	[ 1. -1. -1. ...  0.  0.  0.]	90
686	[ 1.  1. -1. ...  0.  0.  0.]	24
687	[ 1. -1.  1. ...  0.  0.  0.]	3
688	[ 1. -1.  1. ... -1. -1. -1.]	69
689	[ 1. -1.  1. ...  0.  0.  0.]	2
690	[ 1. -1.  1. ... -1. -1. -1.]	13
691	[-1.  1.  1. ...  0.  0.  0.]	50
692	[ 1. -1.  1. ...  0.  0.  0.]	18
693	[-1.  1. -1. ...  0.  0.  0.]	72
694	[-1.  1. -1. ...  0.  0.  0.]	35
695	[-1.  1.  1. ...  0.  0.  0.]	64
696	[-1. -1. -1. ...  0.  0.  0.]	76
697	[1. 1. 1. ... 0. 0. 0.]	42
698	[ 1. -1.  1. ... -1. -1. -1.]	45
699	[-1.  1. -1. ...  0.  0.  0.]	41
700	[-1. -1. -1. ...  0.  0.  0.]	94
701	[-1.  1. -1. ...  0.  0.  0.]	27
702	[-1. -1.  1. ...  0.  0.  0.]	19
703	[ 1. -1. -1. ...  0.  0.  0.]	46
704	[ 1. -1. -1. ... -1. -1. -1.]	70
705	[-1. -1.  1. ...  0.  0.  0.]	51
706	[ 1. -1.  1. ...  0.  0.  0.]	74
707	[-1.  1. -1. ...  0.  0.  0.]	39
708	[1. 1. 1. ... 0. 0. 0.]	59
709	[ 1. -1.  1. ...  0.  0.  0.]	0
710	[-1. -1.  1. ... -1. -1. -1.]	58
711	[ 1. -1. -1. ...  0.  0.  0.]	32
712	[ 1. -1.  1. ...  0.  0.  0.]	19
713	[ 1.  1. -1. ...  0.  0.  0.]	66
714	[-1.  1. -1. ...  0.  0.  0.]	42
715	[-1.  1. -1. ...  0.  0.  0.]	41
716	[ 1.  1.  1. ... -1. -1. -1.]	20
717	[-1.  1. -1. ...  0.  0.  0.]	87
718	[-1.  1. -1. ...  0.  0.  0.]	8
719	[-1.  1.  1. ...  0.  0.  0.]	87
720	[-1.  1.  1. ... -1. -1. -1.]	91
721	[ 1. -1.  1. ...  0.  0.  0.]	8
722	[-1. -1.  1. ...  0.  0.  0.]	66
723	[ 1. -1. -1. ...  0.  0.  0.]	31
724	[ 1. -1. -1. ...  0.  0.  0.]	39
725	[ 1. -1. -1. ...  0.  0.  0.]	40
726	[ 1.  1. -1. ...  0.  0.  0.]	39
727	[ 1.  1. -1. ...  0.  0.  0.]	54
728	[ 1. -1. -1. ...  0.  0.  0.]	26
729	[-1.  1.  1. ...  0.  0.  0.]	42
730	[-1.  1.  1. ... -1. -1. -1.]	83
731	[-1. -1.  1. ...  0.  0.  0.]	61
732	[-1.  1.  1. ... -1. -1. -1.]	85
733	[ 1.  1. -1. ... -1. -1. -1.]	56
734	[ 1. -1. -1. ...  0.  0.  0.]	59
735	[ 1.  1. -1. ...  0.  0.  0.]	6
736	[ 1. -1.  1. ...  0.  0.  0.]	7
737	[ 1.  1. -1. ...  0.  0.  0.]	32
738	[ 1. -1.  1. ...  0.  0.  0.]	25
739	[ 1. -1. -1. ...  0.  0.  0.]	26
740	[-1. -1.  1. ...  0.  0.  0.]	31
741	[-1.  1. -1. ...  0.  0.  0.]	22
742	[-1.  1.  1. ...  0.  0.  0.]	86
743	[ 1. -1.  1. ...  0.  0.  0.]	9
744	[-1. -1.  1. ...  0.  0.  0.]	48
745	[-1. -1.  1. ... -1. -1. -1.]	60
746	[-1.  1.  1. ... -1. -1. -1.]	61
747	[ 1. -1.  1. ...  0.  0.  0.]	70
748	[-1.  1. -1. ...  0.  0.  0.]	41
749	[-1.  1. -1. ...  0.  0.  0.]	65
750	[ 1. -1.  1. ...  0.  0.  0.]	19
751	[-1.  1. -1. ...  0.  0.  0.]	16
752	[ 1. -1.  1. ...  0.  0.  0.]	1
753	[-1. -1.  1. ...  0.  0.  0.]	78
754	[-1.  1.  1. ... -1. -1. -1.]	60
755	[1. 1. 1. ... 0. 0. 0.]	82
756	[-1.  1. -1. ...  0.  0.  0.]	61
757	[-1.  1. -1. ... -1. -1. -1.]	49
758	[-1.  1.  1. ...  0.  0.  0.]	46
759	[ 1. -1.  1. ...  0.  0.  0.]	66
760	[1. 1. 1. ... 0. 0. 0.]	75
761	[-1.  1. -1. ...  0.  0.  0.]	84
762	[ 1.  1. -1. ...  0.  0.  0.]	86
763	[ 1. -1.  1. ... -1. -1.  1.]	52
764	[ 1.  1. -1. ...  0.  0.  0.]	2
765	[1. 1. 1. ... 0. 0. 0.]	71
766	[-1.  1.  1. ... -1. -1. -1.]	60
767	[-1.  1. -1. ...  0.  0.  0.]	34
768	[ 1. -1. -1. ...  0.  0.  0.]	1
769	[ 1. -1. -1. ...  0.  0.  0.]	42
770	[ 1.  1. -1. ...  0.  0.  0.]	3
771	[-1. -1.  1. ...  0.  0.  0.]	83
772	[ 1. -1.  1. ...  0.  0.  0.]	12
773	[ 1. -1. -1. ...  0.  0.  0.]	15
774	[ 1. -1.  1. ...  0.  0.  0.]	38
775	[ 1.  1. -1. ...  0.  0.  0.]	71
776	[ 1. -1. -1. ...  0.  0.  0.]	19
777	[ 1.  1. -1. ...  0.  0.  0.]	59
778	[ 1.  1. -1. ... -1.  1.  1.]	69
779	[ 1. -1.  1. ...  0.  0.  0.]	43
780	[ 1. -1.  1. ...  1.  1. -1.]	69
781	[-1.  1.  1. ...  0.  0.  0.]	33
782	[ 1. -1.  1. ... -1. -1. -1.]	75
783	[ 1. -1.  1. ... -1. -1. -1.]	58
784	[-1.  1.  1. ...  0.  0.  0.]	79
785	[-1. -1.  1. ...  0.  0.  0.]	84
786	[ 1. -1. -1. ...  0.  0.  0.]	50
787	[-1.  1. -1. ...  0.  0.  0.]	50
788	[-1.  1.  1. ...  0.  0.  0.]	67
789	[ 1. -1. -1. ...  0.  0.  0.]	78
790	[-1.  1. -1. ...  0.  0.  0.]	26
791	[ 1.  1. -1. ...  0.  0.  0.]	73
792	[ 1.  1. -1. ...  0.  0.  0.]	78
793	[ 1. -1. -1. ...  0.  0.  0.]	88
794	[ 1.  1.  1. ... -1. -1. -1.]	64
795	[-1.  1. -1. ...  0.  0.  0.]	23
796	[ 1. -1.  1. ...  0.  0.  0.]	68
797	[-1.  1. -1. ...  0.  0.  0.]	77
798	[ 1. -1.  1. ... -1. -1. -1.]	13
799	[ 1. -1.  1. ...  0.  0.  0.]	53
800	[ 1. -1. -1. ...  0.  0.  0.]	82
801	[ 1. -1.  1. ...  0.  0.  0.]	43
802	[-1.  1.  1. ...  0.  0.  0.]	6
803	[-1.  1.  1. ...  0.  0.  0.]	61
804	[ 1.  1. -1. ... -1. -1. -1.]	69
805	[ 1. -1.  1. ... -1. -1. -1.]	44
806	[-1. -1.  1. ...  1. -1. -1.]	48
807	[-1.  1.  1. ...  0.  0.  0.]	5
808	[ 1. -1.  1. ...  0.  0.  0.]	2
809	[-1. -1.  1. ...  0.  0.  0.]	84
810	[ 1.  1.  1. ... -1.  1.  1.]	10
811	[ 1.  1. -1. ...  0.  0.  0.]	47
812	[-1.  1. -1. ...  0.  0.  0.]	9
813	[1. 1. 1. ... 0. 0. 0.]	36
814	[ 1. -1. -1. ... -1. -1.  1.]	47
815	[ 1. -1.  1. ...  0.  0.  0.]	33
816	[ 1. -1.  1. ...  0.  0.  0.]	30
817	[-1.  1. -1. ...  0.  0.  0.]	22
818	[ 1.  1.  1. ... -1. -1. -1.]	58
819	[-1.  1.  1. ... -1. -1. -1.]	85
820	[ 1.  1. -1. ...  0.  0.  0.]	27
821	[ 1. -1. -1. ...  0.  0.  0.]	76
822	[ 1. -1.  1. ...  0.  0.  0.]	15
823	[-1.  1. -1. ...  0.  0.  0.]	23
824	[ 1. -1.  1. ...  0.  0.  0.]	75
825	[ 1. -1. -1. ...  0.  0.  0.]	30
826	[-1.  1. -1. ...  0.  0.  0.]	11
827	[-1. -1. -1. ...  0.  0.  0.]	88
828	[-1. -1.  1. ...  0.  0.  0.]	43
829	[ 1. -1.  1. ... -1. -1. -1.]	60
830	[ 1. -1. -1. ...  0.  0.  0.]	24
831	[ 1.  1. -1. ... -1. -1. -1.]	49
832	[ 1.  1.  1. ... -1.  1. -1.]	69
833	[-1. -1. -1. ... -1. -1. -1.]	58
834	[-1.  1.  1. ...  0.  0.  0.]	29
835	[-1. -1.  1. ...  0.  0.  0.]	62
836	[-1.  1.  1. ...  1. -1.  1.]	52
837	[ 1. -1. -1. ...  0.  0.  0.]	4
838	[ 1.  1. -1. ...  0.  0.  0.]	75
839	[ 1. -1.  1. ...  0.  0.  0.]	11
840	[-1.  1.  1. ...  0.  0.  0.]	79
841	[ 1. -1. -1. ...  0.  0.  0.]	53
842	[ 1. -1.  1. ...  0.  0.  0.]	75
843	[ 1.  1. -1. ...  0.  0.  0.]	81
844	[-1.  1. -1. ...  0.  0.  0.]	92
845	[ 1.  1. -1. ...  0.  0.  0.]	77
846	[ 1. -1.  1. ...  0.  0.  0.]	56
847	[-1.  1.  1. ...  0.  0.  0.]	89
848	[-1.  1. -1. ...  0.  0.  0.]	11
849	[-1.  1. -1. ...  0.  0.  0.]	37
850	[-1.  1.  1. ...  0.  0.  0.]	67
851	[1. 1. 1. ... 0. 0. 0.]	79
852	[ 1.  1. -1. ...  0.  0.  0.]	62
853	[1. 1. 1. ... 0. 0. 0.]	58
854	[ 1. -1.  1. ...  0.  0.  0.]	38
855	[ 1.  1. -1. ...  0.  0.  0.]	63
856	[ 1. -1. -1. ...  0.  0.  0.]	19
857	[1. 1. 1. ... 0. 0. 0.]	27
858	[1. 1. 1. ... 0. 0. 0.]	28
859	[ 1. -1. -1. ...  0.  0.  0.]	1
860	[ 1. -1.  1. ...  0.  0.  0.]	12
861	[ 1. -1.  1. ...  0.  0.  0.]	4
862	[ 1. -1.  1. ... -1. -1. -1.]	69
863	[ 1. -1.  1. ...  0.  0.  0.]	51
864	[ 1. -1.  1. ...  0.  0.  0.]	11
865	[-1. -1.  1. ...  0.  0.  0.]	53
866	[-1.  1. -1. ...  0.  0.  0.]	26
867	[ 1.  1. -1. ...  0.  0.  0.]	57
868	[ 1. -1.  1. ...  0.  0.  0.]	5
869	[-1. -1.  1. ...  0.  0.  0.]	64
870	[ 1. -1. -1. ... -1. -1. -1.]	48
871	[-1. -1.  1. ...  0.  0.  0.]	38
872	[-1.  1.  1. ...  0.  0.  0.]	55
873	[ 1.  1. -1. ...  0.  0.  0.]	35
874	[-1.  1. -1. ...  1. -1. -1.]	21
875	[1. 1. 1. ... 0. 0. 0.]	41
876	[ 1. -1.  1. ...  1.  1.  1.]	20
877	[-1.  1. -1. ...  0.  0.  0.]	72
878	[ 1. -1.  1. ...  0.  0.  0.]	15
879	[1. 1. 1. ... 0. 0. 0.]	76
880	[1. 1. 1. ... 0. 0. 0.]	74
881	[ 1. -1. -1. ...  0.  0.  0.]	16
882	[-1. -1.  1. ... -1. -1.  1.]	60
883	[1. 1. 1. ... 0. 0. 0.]	25
884	[ 1. -1.  1. ...  0.  0.  0.]	42
885	[-1.  1.  1. ...  0.  0.  0.]	71
886	[ 1.  1. -1. ... -1. -1. -1.]	73
887	[-1.  1.  1. ...  0.  0.  0.]	38
888	[-1.  1.  1. ...  0.  0.  0.]	86
889	[ 1.  1. -1. ...  0.  0.  0.]	84
890	[ 1. -1. -1. ...  0.  0.  0.]	7
891	[-1.  1.  1. ...  0.  0.  0.]	19
892	[ 1. -1. -1. ... -1. -1. -1.]	85
893	[-1.  1.  1. ... -1.  1. -1.]	52
894	[ 1. -1. -1. ...  0.  0.  0.]	76
895	[ 1. -1.  1. ...  0.  0.  0.]	23
896	[ 1. -1.  1. ...  0.  0.  0.]	10
897	[-1.  1.  1. ...  0.  0.  0.]	82
898	[-1. -1.  1. ...  0.  0.  0.]	71
899	[ 1. -1.  1. ...  1. -1.  0.]	10
900	[ 1. -1.  1. ... -1. -1. -1.]	49
901	[ 1. -1.  1. ...  0.  0.  0.]	4
902	[-1.  1. -1. ...  0.  0.  0.]	38
903	[ 1. -1.  1. ...  0.  0.  0.]	2
904	[ 1. -1.  1. ...  0.  0.  0.]	8
905	[-1. -1.  1. ...  0.  0.  0.]	43
906	[-1.  1. -1. ... -1.  1. -1.]	29
907	[ 1.  1.  1. ... -1.  1. -1.]	69
908	[ 1.  1. -1. ...  0.  0.  0.]	92
909	[-1.  1. -1. ...  0.  0.  0.]	78
910	[ 1.  1. -1. ...  0.  0.  0.]	2
911	[ 1. -1.  1. ...  0.  0.  0.]	28
912	[ 1. -1.  1. ...  0.  0.  0.]	25
913	[ 1. -1.  1. ...  0.  0.  0.]	36
914	[ 1. -1.  1. ...  0.  0.  0.]	65
915	[ 1.  1. -1. ... -1. -1. -1.]	73
916	[-1.  1. -1. ...  0.  0.  0.]	54
917	[ 1.  1. -1. ...  0.  0.  0.]	22
918	[ 1. -1.  1. ...  0.  0.  0.]	26
919	[ 1.  1. -1. ...  0.  0.  0.]	89
920	[ 1.  1. -1. ...  0.  0.  0.]	71
921	[-1.  1. -1. ...  0.  0.  0.]	15
922	[ 1. -1.  1. ... -1. -1. -1.]	70
923	[ 1.  1. -1. ...  0.  0.  0.]	51
924	[ 1. -1. -1. ...  0.  0.  0.]	5
925	[-1. -1.  1. ...  0.  0.  0.]	82
926	[-1.  1. -1. ...  0.  0.  0.]	32
927	[ 1. -1.  1. ...  0.  0.  0.]	57
928	[-1. -1.  1. ...  0.  0.  0.]	92
929	[1. 1. 1. ... 0. 0. 0.]	77
930	[ 1.  1. -1. ...  0.  0.  0.]	82
931	[-1.  1.  1. ... -1. -1. -1.]	69
932	[ 1.  1.  1. ... -1. -1. -1.]	80
933	[ 1. -1. -1. ...  0.  0.  0.]	35
934	[-1.  1.  1. ...  0.  0.  0.]	61
935	[ 1. -1.  1. ...  0.  0.  0.]	2
936	[-1. -1.  1. ...  0.  0.  0.]	74
937	[-1.  1.  1. ...  0.  0.  0.]	84
938	[ 1. -1.  1. ... -1. -1. -1.]	20
939	[-1.  1.  1. ...  0.  0.  0.]	15
940	[-1.  1.  1. ...  0.  0.  0.]	51
941	[-1.  1.  1. ...  0.  0.  0.]	25
942	[ 1. -1. -1. ...  0.  0.  0.]	78
943	[ 1. -1.  1. ...  0.  0.  0.]	93
944	[ 1. -1. -1. ...  0.  0.  0.]	3
945	[ 1.  1. -1. ...  0.  0.  0.]	37
946	[ 1. -1.  1. ...  0.  0.  0.]	10
947	[ 1. -1.  1. ...  0.  0.  0.]	11
948	[-1.  1. -1. ...  0.  0.  0.]	62
949	[ 1.  1.  1. ... -1. -1. -1.]	70
950	[-1.  1. -1. ... -1. -1. -1.]	56
951	[ 1. -1. -1. ...  0.  0.  0.]	29
952	[ 1.  1. -1. ...  0.  0.  0.]	37
953	[ 1. -1.  1. ...  0.  0.  0.]	6
954	[ 1. -1.  1. ...  0.  0.  0.]	28
955	[-1.  1. -1. ...  0.  0.  0.]	51
956	[-1. -1.  1. ...  0.  0.  0.]	51
957	[ 1.  1. -1. ...  0.  0.  0.]	11
958	[-1.  1.  1. ... -1. -1. -1.]	58
959	[-1. -1. -1. ...  0.  0.  0.]	59
960	[ 1.  1. -1. ...  0.  0.  0.]	4
961	[ 1. -1. -1. ...  0.  0.  0.]	17
962	[ 1. -1.  1. ...  0.  0.  0.]	74
963	[ 1.  1.  1. ...  1. -1. -1.]	69
964	[ 1. -1.  1. ...  0.  0.  0.]	79
965	[ 1.  1. -1. ...  0.  0.  0.]	77
966	[ 1. -1. -1. ...  1. -1. -1.]	83
967	[-1. -1.  1. ... -1. -1. -1.]	45
968	[1. 1. 1. ... 0. 0. 0.]	18
969	[ 1. -1. -1. ...  0.  0.  0.]	28
970	[ 1.  1. -1. ... -1. -1. -1.]	91
971	[ 1. -1.  1. ...  0.  0.  0.]	16
972	[ 1. -1.  1. ...  0.  0.  0.]	10
973	[ 1.  1. -1. ... -1.  1.  1.]	34
974	[-1.  1.  1. ...  0.  0.  0.]	84
975	[-1. -1.  1. ...  0.  0.  0.]	71
976	[ 1. -1.  1. ...  0.  0.  0.]	23
977	[-1.  1.  1. ...  0.  0.  0.]	78
978	[ 1. -1.  1. ... -1. -1. -1.]	21
979	[ 1. -1.  1. ...  0.  0.  0.]	53
980	[-1. -1. -1. ...  0.  0.  0.]	88
981	[ 1. -1.  1. ...  0.  0.  0.]	63
982	[ 1. -1.  1. ...  0.  0.  0.]	4
983	[-1.  1. -1. ... -1. -1. -1.]	33
984	[ 1.  1. -1. ... -1. -1. -1.]	58
985	[ 1. -1.  1. ...  0.  0.  0.]	40
986	[-1.  1.  1. ...  0.  0.  0.]	28
987	[ 1. -1. -1. ...  0.  0.  0.]	46
988	[-1.  1. -1. ...  0.  0.  0.]	88
989	[-1. -1. -1. ...  0.  0.  0.]	55
990	[ 1.  1. -1. ...  0.  0.  0.]	57
991	[ 1. -1.  1. ...  0.  0.  0.]	28
992	[-1. -1.  1. ...  0.  0.  0.]	90
993	[1. 1. 1. ... 0. 0. 0.]	28
994	[ 1. -1.  1. ... -1. -1. -1.]	34
995	[-1.  1.  1. ...  0.  0.  0.]	29
996	[ 1. -1. -1. ...  0.  0.  0.]	29
997	[-1.  1.  1. ...  0.  0.  0.]	35
998	[-1.  1.  1. ...  0.  0.  0.]	23
999	[-1.  1. -1. ...  0.  0.  0.]	22
1000	[ 1.  1. -1. ...  0.  0.  0.]	78
1001	[ 1. -1. -1. ...  0.  0.  0.]	81
1002	[ 1. -1.  1. ...  0.  0.  0.]	51
1003	[ 1.  1. -1. ...  0.  0.  0.]	92
1004	[ 1.  1. -1. ...  0.  0.  0.]	68
1005	[ 1. -1.  1. ...  0.  0.  0.]	9
1006	[-1. -1.  1. ...  0.  0.  0.]	51
1007	[-1. -1.  1. ...  1.  1.  1.]	47
1008	[1. 1. 1. ... 0. 0. 0.]	43
1009	[ 1.  1. -1. ...  0.  0.  0.]	83
1010	[ 1. -1.  1. ...  0.  0.  0.]	18
1011	[ 1.  1. -1. ...  0.  0.  0.]	57
1012	[ 1. -1. -1. ...  0.  0.  0.]	26
1013	[ 1. -1.  1. ...  0.  0.  0.]	27
1014	[-1.  1. -1. ...  0.  0.  0.]	81
1015	[ 1. -1.  1. ...  0.  0.  0.]	6
1016	[-1.  1. -1. ...  0.  0.  0.]	16
